zmu;Available_Power;n_charging_stations;index_zmu;POP_TOT_ZMU;comune;nome_comun;quartiere;pgtu;municipio
1000446;;;840.0;201;58091;Roma;Casal Boccone;4;3.0
1000564;;;841.0;1985;58091;Roma;Pietralata;3;4.0
1000464;;;842.0;2105;58091;Roma;Monte Sacro Alto;3;3.0
1000453;;;843.0;194;58091;Roma;Val Melaina;4;3.0
1000461;;;844.0;3864;58091;Roma;Val Melaina;4;3.0
1000462;;;845.0;1375;58091;Roma;Val Melaina;4;3.0
1000496;;;846.0;1724;58091;Roma;Monte Sacro;3;3.0
1000622;;;847.0;8026;58091;Roma;Prenestino-Labicano;3;5.0
1000466;;;848.0;4109;58091;Roma;Castel Giubileo;4;3.0
1000556;;;849.0;2079;58091;Roma;Pietralata;3;4.0
1000467;;;850.0;969;58091;Roma;Castel Giubileo;4;3.0
1000469;[43, 50];3.0;851.0;2097;58091;Roma;Casal Boccone;4;3.0
1000176;;;852.0;41;58091;Roma;Castro Pretorio;1;1.0
1000493;[43, 50];3.0;853.0;1831;58091;Roma;Monte Sacro;3;3.0
1000483;;;854.0;1331;58091;Roma;Casal Boccone;4;3.0
1000479;;;855.0;2684;58091;Roma;Val Melaina;4;3.0
1000482;;;856.0;2242;58091;Roma;Monte Sacro Alto;4;3.0
1000565;;;857.0;1017;58091;Roma;Pietralata;3;4.0
1000546;;;858.0;388;58091;Roma;Pietralata;3;4.0
1000601;;;859.0;1635;58091;Roma;Tiburtino;3;5.0
1000476;;;860.0;2876;58091;Roma;Tor San Giovanni;5;3.0
1000550;;;861.0;2361;58091;Roma;Ponte Mammolo;4;4.0
1000489;;;862.0;2541;58091;Roma;Val Melaina;4;3.0
1000490;;;863.0;1105;58091;Roma;Monte Sacro Alto;4;3.0
1000334;;;864.0;1839;58091;Roma;Nomentano;2;2.0
1000491;[250];1.0;865.0;1372;58091;Roma;Casal Boccone;4;3.0
1000570;;;866.0;885;58091;Roma;Settecamini;5;4.0
1000502;;;867.0;909;58091;Roma;Collatino;3;4.0
1000545;;;868.0;102;58091;Roma;Pietralata;3;4.0
1000549;;;869.0;1967;58091;Roma;Ponte Mammolo;3;4.0
1000628;;;870.0;615;58091;Roma;Tiburtino;3;5.0
1000497;;;871.0;4;58091;Roma;Grottarossa;4;15.0
1000503;[110, 51, 22];3.0;872.0;5212;58091;Roma;Collatino;3;4.0
1000501;;;873.0;5260;58091;Roma;Tiburtino;3;4.0
1000504;;;874.0;2314;58091;Roma;Collatino;3;4.0
1000508;;;875.0;3363;58091;Roma;Pietralata;3;4.0
1000509;;;876.0;859;58091;Roma;Pietralata;3;4.0
1000510;;;877.0;6112;58091;Roma;Collatino;4;4.0
1001542;;;878.0;2361;58091;Roma;Portuense;4;11.0
1000511;;;879.0;6256;58091;Roma;Tor Cervara;4;4.0
1000519;;;880.0;3717;58091;Roma;Pietralata;3;4.0
1000512;;;881.0;12564;58091;Roma;San Basilio;4;4.0
1000513;;;882.0;344;58091;Roma;Tor Cervara;4;4.0
1000637;;;883.0;1998;58091;Roma;Prenestino-Labicano;3;5.0
1000515;;;884.0;4821;58091;Roma;San Basilio;4;4.0
1000520;;;885.0;68;58091;Roma;Pietralata;3;4.0
1001252;;;886.0;247;58091;Roma;Castel Porziano;5;9.0
1000623;;;887.0;4406;58091;Roma;Collatino;3;5.0
1000516;;;888.0;104;58091;Roma;Tor Cervara;4;4.0
1000523;[7.4];1.0;889.0;1953;58091;Roma;Ponte Mammolo;3;4.0
1000517;;;890.0;2770;58091;Roma;Tor Cervara;4;4.0
1000618;;;891.0;202;58091;Roma;Prenestino-Labicano;3;5.0
1000525;;;892.0;2196;58091;Roma;Ponte Mammolo;4;4.0
1000526;;;893.0;4938;58091;Roma;Ponte Mammolo;4;4.0
1000527;;;894.0;970;58091;Roma;Settecamini;5;4.0
1000528;;;895.0;6487;58091;Roma;Settecamini;5;4.0
1000541;;;896.0;508;58091;Roma;Ponte Mammolo;4;4.0
1000529;['not available', 3];2.0;897.0;526;58091;Roma;Settecamini;5;4.0
1001738;;;898.0;415;58091;Roma;Della Vittoria;2;1.0
1000530;[22];2.0;899.0;1085;58091;Roma;Settecamini;5;4.0
1000531;[22];1.0;900.0;5033;58091;Roma;Tiburtino;3;4.0
1000627;;;901.0;1351;58091;Roma;Prenestino-Labicano;3;5.0
1000533;;;902.0;11681;58091;Roma;Collatino;3;4.0
1000534;;;903.0;2242;58091;Roma;Collatino;3;4.0
1000535;;;904.0;3011;58091;Roma;Pietralata;3;4.0
1000537;;;905.0;63;58091;Roma;Pietralata;3;4.0
1000538;;;906.0;1799;58091;Roma;Pietralata;3;4.0
1000612;;;907.0;1357;58091;Roma;Prenestino-Labicano;3;5.0
1000539;;;908.0;5412;58091;Roma;Collatino;4;4.0
1000540;;;909.0;5272;58091;Roma;Tor Sapienza;4;4.0
1000542;['not available', 150];2.0;910.0;673;58091;Roma;San Basilio;4;4.0
1000543;[50, 22, 43, 3];5.0;911.0;2335;58091;Roma;Pietralata;3;4.0
1000544;;;912.0;617;58091;Roma;Pietralata;3;4.0
1000568;;;913.0;1161;58091;Roma;Settecamini;5;4.0
1000557;;;914.0;1713;58091;Roma;Pietralata;3;4.0
1000562;;;915.0;20;58091;Roma;Settecamini;5;4.0
1000547;;;916.0;1892;58091;Roma;Ponte Mammolo;4;4.0
1000626;;;917.0;69;58091;Roma;Collatino;3;5.0
1000548;;;918.0;3301;58091;Roma;Ponte Mammolo;4;4.0
1000560;;;919.0;2798;58091;Roma;Ponte Mammolo;4;4.0
1000552;;;920.0;88;58091;Roma;Settecamini;5;4.0
1000551;;;921.0;294;58091;Roma;Settecamini;5;4.0
1000563;;;922.0;1771;58091;Roma;Settecamini;5;4.0
1000953;;;923.0;2211;58091;Roma;Tuscolano;2;7.0
1000567;;;924.0;308;58091;Roma;Settecamini;5;4.0
1000571;;;925.0;128;58091;Roma;Settecamini;5;4.0
1000619;;;926.0;504;58091;Roma;Tuscolano;3;5.0
1000604;;;927.0;5811;58091;Roma;Prenestino-Labicano;3;5.0
1000610;;;928.0;997;58091;Roma;Collatino;3;5.0
1000616;;;929.0;5515;58091;Roma;Prenestino-Labicano;3;5.0
1000605;;;930.0;542;58091;Roma;Prenestino-Labicano;3;5.0
1000608;;;931.0;2030;58091;Roma;Tuscolano;3;5.0
1000609;;;932.0;2806;58091;Roma;Prenestino-Labicano;3;5.0
1000621;;;933.0;5833;58091;Roma;Tuscolano;3;5.0
1000923;;;934.0;1262;58091;Roma;Tuscolano;2;7.0
1000633;;;935.0;608;58091;Roma;Tuscolano;3;5.0
1000730;;;936.0;1945;58091;Roma;Tor Sapienza;4;5.0
1000634;;;937.0;5018;58091;Roma;Collatino;3;5.0
1000638;;;938.0;4322;58091;Roma;Prenestino-Labicano;3;5.0
1000711;;;939.0;727;58091;Roma;Tor Sapienza;4;5.0
1000646;[22];1.0;940.0;1590;58091;Roma;Prenestino-Labicano;3;5.0
1000702;;;941.0;5096;58091;Roma;Prenestino-Centocelle;3;5.0
1000703;[22, 3.7, 3];4.0;942.0;8254;58091;Roma;Prenestino-Centocelle;3;5.0
1000720;;;943.0;3053;58091;Roma;Prenestino-Centocelle;3;5.0
1000712;;;944.0;1367;58091;Roma;Tor Sapienza;4;5.0
1000704;;;945.0;11125;58091;Roma;Prenestino-Centocelle;3;5.0
1000867;;;946.0;4211;58091;Roma;Borghesiana;5;6.0
1000860;;;947.0;1683;58091;Roma;Torre Angela;5;6.0
1000707;[50, 43];3.0;948.0;5625;58091;Roma;Alessandrino;4;5.0
1001544;;;949.0;2273;58091;Roma;Ponte Galeria;5;11.0
1000708;;;950.0;800;58091;Roma;Tor Sapienza;4;5.0
1000710;;;951.0;11431;58091;Roma;Alessandrino;4;5.0
1000719;[50, 43];3.0;952.0;6802;58091;Roma;Prenestino-Centocelle;3;5.0
1000713;;;953.0;7049;58091;Roma;Tor Sapienza;4;5.0
1000721;;;954.0;5616;58091;Roma;Prenestino-Centocelle;3;5.0
1000714;;;955.0;3399;58091;Roma;Alessandrino;4;5.0
1000724;;;956.0;42;58091;Roma;Tor Sapienza;4;5.0
1000635;;;957.0;2780;58091;Roma;Prenestino-Labicano;3;5.0
1000717;;;958.0;1237;58091;Roma;Don Bosco;3;5.0
1000940;;;959.0;3997;58091;Roma;Tuscolano;3;7.0
1000723;;;960.0;1842;58091;Roma;Alessandrino;4;5.0
1000853;;;961.0;3391;58091;Roma;Torre Angela;5;6.0
1001006;;;962.0;2355;58091;Roma;Tuscolano;3;7.0
1000725;;;963.0;5178;58091;Roma;Tor Sapienza;4;5.0
1000726;;;964.0;3530;58091;Roma;Tor Sapienza;4;5.0
1000727;;;965.0;6460;58091;Roma;Alessandrino;4;5.0
1000728;;;966.0;37;58091;Roma;Torre Spaccata;4;5.0
1000944;;;967.0;453;58091;Roma;Tuscolano;3;7.0
1000729;;;968.0;455;58091;Roma;Tor Sapienza;4;5.0
1000733;;;969.0;1209;58091;Roma;Tor Sapienza;4;5.0
1000802;;;970.0;5469;58091;Roma;Don Bosco;4;6.0
1000804;;;971.0;2624;58091;Roma;Torre Maura;4;6.0
1000801;;;972.0;821;58091;Roma;Don Bosco;4;6.0
1000803;;;973.0;4402;58091;Roma;Torre Spaccata;4;6.0
1000818;;;974.0;5633;58091;Roma;Torre Angela;5;6.0
1000916;;;975.0;1475;58091;Roma;Appio-Latino;2;7.0
1001709;;;976.0;1614;58091;Roma;Della Vittoria;2;1.0
1000820;;;977.0;4533;58091;Roma;Torre Angela;5;6.0
1000822;;;978.0;804;58091;Roma;Borghesiana;5;6.0
1001915;;;979.0;435;58091;Roma;Trionfale;4;14.0
1000805;;;980.0;10671;58091;Roma;Torrenova;5;6.0
1000856;;;981.0;1550;58091;Roma;Don Bosco;4;6.0
1000806;;;982.0;183;58091;Roma;Torrenova;5;6.0
1000918;[3];2.0;983.0;2962;58091;Roma;Appio-Latino;3;7.0
1000807;;;984.0;568;58091;Roma;Torrenova;5;6.0
1000828;;;985.0;3155;58091;Roma;Don Bosco;4;6.0
1001520;;;986.0;2632;58091;Roma;Gianicolense;4;11.0
1001546;;;987.0;1563;58091;Roma;Portuense;4;11.0
1000808;;;988.0;269;58091;Roma;Torre Gaia;5;6.0
1000868;;;989.0;2472;58091;Roma;Borghesiana;5;6.0
1000809;;;990.0;4793;58091;Roma;Torrenova;5;6.0
1000926;;;991.0;1811;58091;Roma;Tuscolano;3;7.0
1000810;;;992.0;28;58091;Roma;Acqua Vergine;5;6.0
1000812;[50, 43];3.0;993.0;18578;58091;Roma;Lunghezza;5;6.0
1058010;;;994.0;1441;58010;Arsoli;;7;
1000814;;;995.0;5958;58091;Roma;Torre Gaia;5;6.0
1000815;;;996.0;143;58091;Roma;Torre Angela;5;6.0
1000817;;;997.0;11611;58091;Roma;Torre Angela;5;6.0
1000931;;;998.0;635;58091;Roma;Appio-Latino;2;7.0
1000819;;;999.0;6101;58091;Roma;Torre Gaia;5;6.0
1000831;;;1000.0;1039;58091;Roma;Torrenova;5;6.0
1000825;;;1001.0;1891;58091;Roma;Borghesiana;5;6.0
1000821;;;1002.0;7324;58091;Roma;Torre Angela;5;6.0
1000838;;;1003.0;3451;58091;Roma;Torre Angela;5;6.0
1000823;;;1004.0;2026;58091;Roma;Borghesiana;5;6.0
1000938;;;1005.0;2188;58091;Roma;Tuscolano;2;7.0
1000829;[50];1.0;1006.0;3952;58091;Roma;Torre Spaccata;4;6.0
1000830;;;1007.0;238;58091;Roma;Torre Maura;4;6.0
1000833;;;1008.0;429;58091;Roma;Acqua Vergine;5;6.0
1000844;;;1009.0;2559;58091;Roma;Don Bosco;4;6.0
1000837;;;1010.0;2358;58091;Roma;Torre Angela;5;6.0
1000857;;;1011.0;812;58091;Roma;Torre Maura;4;6.0
1001027;;;1012.0;5629;58091;Roma;Tuscolano;3;7.0
1000836;;;1013.0;8836;58091;Roma;Torre Angela;5;6.0
1000840;;;1014.0;78;58091;Roma;Torre Angela;5;6.0
1000841;;;1015.0;3782;58091;Roma;Torre Angela;5;6.0
1000935;;;1016.0;5914;58091;Roma;Appio-Latino;3;7.0
1000839;;;1017.0;232;58091;Roma;Torre Angela;5;6.0
1000848;;;1018.0;1926;58091;Roma;Acqua Vergine;5;6.0
1000843;;;1019.0;4564;58091;Roma;Borghesiana;5;6.0
1000934;;;1020.0;1979;58091;Roma;Appio-Latino;2;7.0
1000850;;;1021.0;2727;58091;Roma;Torre Angela;5;6.0
1000847;;;1022.0;1014;58091;Roma;Torre Gaia;5;6.0
1000851;;;1023.0;9710;58091;Roma;Torre Angela;5;6.0
1000951;;;1024.0;593;58091;Roma;Tuscolano;2;7.0
1000943;;;1025.0;3732;58091;Roma;Tuscolano;3;7.0
1000854;;;1026.0;18;58091;Roma;Torre Angela;5;6.0
1000861;;;1027.0;3866;58091;Roma;Torre Angela;5;6.0
1000855;;;1028.0;4736;58091;Roma;Borghesiana;5;6.0
1000936;;;1029.0;3086;58091;Roma;Appio-Latino;3;7.0
1000862;;;1030.0;5098;58091;Roma;Borghesiana;5;6.0
1000905;;;1031.0;6907;58091;Roma;Tuscolano;3;7.0
1000863;;;1032.0;5158;58091;Roma;Borghesiana;5;6.0
1000864;;;1033.0;2038;58091;Roma;Torre Maura;4;6.0
1000865;[350];1.0;1034.0;3052;58091;Roma;Torre Angela;5;6.0
1000866;;;1035.0;2437;58091;Roma;Borghesiana;5;6.0
1000869;;;1036.0;2742;58091;Roma;Borghesiana;5;6.0
1000909;[22];1.0;1037.0;1308;58091;Roma;Tuscolano;3;7.0
1000910;;;1038.0;1038;58091;Roma;Tuscolano;3;7.0
1000919;;;1039.0;3410;58091;Roma;Appio-Latino;3;7.0
1000928;;;1040.0;4728;58091;Roma;Tuscolano;3;7.0
1000929;[150];1.0;1041.0;1458;58091;Roma;Tuscolano;3;7.0
1000941;;;1042.0;354;58091;Roma;Tuscolano;3;7.0
1000463;;;1043.0;1492;58091;Roma;Monte Sacro Alto;4;3.0
1000947;;;1044.0;3991;58091;Roma;Appio-Latino;3;7.0
1000636;;;1045.0;399;58091;Roma;Collatino;3;5.0
1000949;;;1046.0;247;58091;Roma;Tuscolano;3;7.0
1001007;;;1047.0;4637;58091;Roma;Appio Claudio;3;7.0
1001625;[50, 22];3.0;1048.0;6692;58091;Roma;Gianicolense;3;12.0
1001736;;;1049.0;4794;58091;Roma;Trionfale;2;1.0
1001724;;;1050.0;1515;58091;Roma;Trionfale;2;1.0
1001002;;;1051.0;10521;58091;Roma;Don Bosco;3;7.0
1001003;;;1052.0;5560;58091;Roma;Don Bosco;3;7.0
1001110;;;1053.0;223;58091;Roma;Ostiense;3;8.0
1002022;;;1054.0;15597;58091;Roma;Labaro;5;15.0
1001005;;;1055.0;402;58091;Roma;Don Bosco;4;7.0
1001041;;;1056.0;1216;58091;Roma;Appio-Pignatelli;3;7.0
1001725;;;1057.0;2486;58091;Roma;Prati;2;1.0
1001202;[43, 50, 3];8.0;1058.0;1684;58091;Roma;Europa;4;9.0
1001010;;;1059.0;3582;58091;Roma;Appio Claudio;3;7.0
1001626;;;1060.0;4119;58091;Roma;Gianicolense;3;12.0
1001012;;;1061.0;2637;58091;Roma;Capannelle;4;7.0
1001115;;;1062.0;8241;58091;Roma;Ardeatino;3;8.0
1001009;[22];1.0;1063.0;9;58091;Roma;Appio Claudio;3;7.0
1001011;;;1064.0;5381;58091;Roma;Tuscolano;3;7.0
1001014;;;1065.0;384;58091;Roma;Appio Claudio;3;7.0
1001015;;;1066.0;1336;58091;Roma;Appio-Pignatelli;3;7.0
1001013;;;1067.0;2874;58091;Roma;Appio Claudio;3;7.0
1001026;;;1068.0;9650;58091;Roma;Don Bosco;3;7.0
1001020;[3];2.0;1069.0;1016;58091;Roma;Torrenova;5;7.0
1001208;[22, 3.7, 50, 43];5.0;1070.0;3;58091;Roma;Europa;4;9.0
1001037;;;1071.0;452;58091;Roma;Casal Morena;5;7.0
1001016;;;1072.0;5289;58091;Roma;Capannelle;4;7.0
1001021;[3.7, 22, 50, 43];11.0;1073.0;1015;58091;Roma;Casal Morena;5;7.0
1001402;;;1074.0;1481;58120;Fiumicino;;7;
1001715;;;1075.0;2355;58091;Roma;Prati;2;1.0
1001022;;;1076.0;2109;58091;Roma;Torre Gaia;5;7.0
1001023;;;1077.0;3957;58091;Roma;Casal Morena;5;7.0
1000275;;;1078.0;994;58091;Roma;Trieste;2;2.0
1001024;;;1079.0;6461;58091;Roma;Casal Morena;5;7.0
1001025;;;1080.0;372;58091;Roma;Aeroporto di Ciampino;5;7.0
1001028;;;1081.0;5394;58091;Roma;Appio Claudio;3;7.0
1001029;;;1082.0;4092;58091;Roma;Tuscolano;3;7.0
1001357;;;1083.0;1458;58091;Roma;Lido di Ostia Levante;6;10.0
1001030;;;1084.0;101;58091;Roma;Capannelle;4;7.0
1001032;;;1085.0;1696;58091;Roma;Appio-Pignatelli;3;7.0
1001033;;;1086.0;19;58091;Roma;Torre Maura;4;7.0
1001135;;;1087.0;4144;58091;Roma;Ostiense;3;8.0
1001034;;;1088.0;6239;58091;Roma;Torrenova;5;7.0
1001617;;;1089.0;2107;58091;Roma;Gianicolense;2;12.0
1001035;;;1090.0;2328;58091;Roma;Casal Morena;5;7.0
1001038;;;1091.0;1458;58091;Roma;Torrenova;5;7.0
1001036;;;1092.0;4262;58091;Roma;Torrenova;5;7.0
1001039;;;1093.0;6186;58091;Roma;Don Bosco;3;7.0
1001368;;;1094.0;353;58091;Roma;Casal Palocco;6;10.0
1000271;;;1095.0;1190;58091;Roma;Trieste;2;2.0
1001373;;;1096.0;2316;58091;Roma;Acilia Nord;6;10.0
1001379;;;1097.0;1876;58091;Roma;Acilia Nord;6;10.0
1001376;;;1098.0;2799;58091;Roma;Casal Palocco;6;10.0
1001501;;;1099.0;7025;58091;Roma;Portuense;3;11.0
1001377;;;1100.0;3386;58091;Roma;Castel Fusano;6;10.0
1001503;;;1101.0;8582;58091;Roma;Portuense;3;11.0
1001378;;;1102.0;126;58091;Roma;Acilia Sud;6;10.0
1001710;;;1103.0;1864;58091;Roma;Della Vittoria;3;1.0
1001399;;;1104.0;1021;58091;Roma;Acilia Nord;6;10.0
1001380;;;1105.0;5092;58091;Roma;Acilia Sud;6;10.0
1001381;;;1106.0;888;58091;Roma;Casal Palocco;6;10.0
1001382;;;1107.0;2156;58091;Roma;Castel Fusano;6;10.0
1001390;;;1108.0;1521;58091;Roma;Castel Fusano;6;10.0
1001614;;;1109.0;7389;58091;Roma;Gianicolense;2;12.0
1001383;;;1110.0;8;58091;Roma;Acilia Nord;6;10.0
1001384;[22];1.0;1111.0;978;58091;Roma;Castel Fusano;6;10.0
1001385;;;1112.0;5756;58091;Roma;Acilia Sud;6;10.0
1001387;;;1113.0;1386;58091;Roma;Acilia Sud;6;10.0
1001388;;;1114.0;1713;58091;Roma;Castel Fusano;6;10.0
1001389;;;1115.0;697;58091;Roma;Castel Fusano;6;10.0
1001391;;;1116.0;3251;58091;Roma;Castel Fusano;6;10.0
1001405;[22, 3.7];2.0;1117.0;4342;58120;Fiumicino;;7;
1001392;;;1118.0;525;58091;Roma;Castel Fusano;6;10.0
1000494;;;1119.0;292;58091;Roma;Casal Boccone;4;3.0
1001401;[3.7, 22];2.0;1120.0;2844;58120;Fiumicino;;7;
1000486;;;1121.0;3606;58091;Roma;Monte Sacro;3;3.0
1001403;;;1122.0;156;58120;Fiumicino;;7;
1001122;[22, 3];2.0;1123.0;5664;58091;Roma;Ardeatino;3;8.0
1001404;;;1124.0;8557;58120;Fiumicino;;7;
1001508;['not available', 3.7];2.0;1125.0;382;58091;Roma;Portuense;3;11.0
1001510;[22];1.0;1126.0;135;58091;Roma;Portuense;4;11.0
1001517;;;1127.0;227;58091;Roma;La Pisana;4;11.0
1001522;;;1128.0;129;58091;Roma;Ponte Galeria;5;11.0
1001524;[3, 22];2.0;1129.0;247;58091;Roma;Ponte Galeria;5;11.0
1000439;;;1130.0;399;58091;Roma;Monte Sacro Alto;3;3.0
1001043;;;1131.0;2441;58091;Roma;Casal Morena;5;7.0
1001535;;;1132.0;933;58091;Roma;Gianicolense;4;11.0
1001606;[7.4];1.0;1133.0;1865;58091;Roma;Gianicolense;4;12.0
1001607;[43, 50];3.0;1134.0;7668;58091;Roma;Gianicolense;4;12.0
1001608;[14];1.0;1135.0;3833;58091;Roma;Gianicolense;4;12.0
1001103;;;1136.0;111;58091;Roma;Ostiense;3;8.0
1001044;;;1137.0;3833;58091;Roma;Torre Gaia;5;7.0
1001136;[43, 50];3.0;1138.0;4111;58091;Roma;Ostiense;3;8.0
1001104;;;1139.0;3967;58091;Roma;Ostiense;3;8.0
1001601;;;1140.0;668;58091;Roma;Gianicolense;3;12.0
1002037;;;1141.0;4089;58091;Roma;La Giustiniana;5;15.0
1001045;;;1142.0;12379;58091;Roma;Casal Morena;5;7.0
1001046;;;1143.0;734;58091;Roma;Casal Morena;5;7.0
1001050;;;1144.0;1460;58091;Roma;Torre Gaia;5;7.0
1001106;;;1145.0;3166;58091;Roma;Ostiense;3;8.0
1001051;;;1146.0;3531;58091;Roma;Casal Morena;5;7.0
1001054;;;1147.0;1467;58091;Roma;Torre Gaia;5;7.0
1000183;;;1148.0;420;58091;Roma;Ripa;1;1.0
1001255;;;1149.0;3019;58091;Roma;Torrino;4;9.0
1001107;[3.4, 3.7];2.0;1150.0;5975;58091;Roma;Ostiense;3;8.0
1001111;[43, 50];3.0;1151.0;4768;58091;Roma;Ostiense;3;8.0
1001108;[22];1.0;1152.0;5882;58091;Roma;Ostiense;3;8.0
1001109;[3.7, 22];2.0;1153.0;8993;58091;Roma;Ostiense;3;8.0
1001112;;;1154.0;5143;58091;Roma;Ardeatino;3;8.0
1001113;['not available'];2.0;1155.0;1895;58091;Roma;Ardeatino;3;8.0
1001114;[50, 43];9.0;1156.0;8332;58091;Roma;Ardeatino;3;8.0
1001123;;;1157.0;4478;58091;Roma;Ardeatino;3;8.0
1001118;;;1158.0;3535;58091;Roma;Ardeatino;3;8.0
1001602;;;1159.0;72;58091;Roma;Gianicolense;3;12.0
1001116;[43, 50];6.0;1160.0;4914;58091;Roma;Ardeatino;3;8.0
1001121;[3.7, 22, 50, 43];5.0;1161.0;3279;58091;Roma;Ardeatino;4;8.0
1001117;;;1162.0;149;58091;Roma;Ardeatino;3;8.0
1001201;;;1163.0;62;58091;Roma;Ostiense;3;9.0
1001119;;;1164.0;5966;58091;Roma;Ardeatino;3;8.0
1001137;;;1165.0;6508;58091;Roma;Ardeatino;3;8.0
1001627;;;1166.0;8455;58091;Roma;Gianicolense;4;12.0
1001203;[3, 3.7, 22, 50, 43];12.0;1167.0;636;58091;Roma;Europa;4;9.0
1001125;;;1168.0;253;58091;Roma;Ardeatino;3;8.0
1001315;;;1169.0;1357;58091;Roma;Casal Palocco;6;10.0
1001128;;;1170.0;184;58091;Roma;Appio-Latino;3;8.0
1001134;[50, 43, 22, 3];8.0;1171.0;525;58091;Roma;Ostiense;3;8.0
1001132;;;1172.0;769;58091;Roma;Ostiense;3;8.0
1001345;;;1173.0;1911;58091;Roma;Acilia Nord;6;10.0
1001130;;;1174.0;336;58091;Roma;Ardeatino;3;8.0
1000629;;;1175.0;3300;58091;Roma;Prenestino-Labicano;3;5.0
1001138;;;1176.0;2608;58091;Roma;Ardeatino;4;8.0
1001143;[3, 22, 50, 43];9.0;1177.0;3200;58091;Roma;Ostiense;3;8.0
1001139;;;1178.0;3111;58091;Roma;Ardeatino;3;8.0
1001144;;;1179.0;75;58091;Roma;Ardeatino;3;8.0
1001140;;;1180.0;508;58091;Roma;Ardeatino;3;8.0
1001142;[3];2.0;1181.0;533;58091;Roma;Ostiense;3;8.0
1001204;[3, 22, 110, 50, 43];10.0;1182.0;3821;58091;Roma;Europa;4;9.0
1001338;[22, 3.7];4.0;1183.0;2138;58091;Roma;Lido di Ostia Levante;6;10.0
1001205;[50, 43, 3.7, 22];7.0;1184.0;1376;58091;Roma;Europa;4;9.0
1001209;;;1185.0;4423;58091;Roma;Giuliano-Dalmata;4;9.0
1001206;[3.7, 22, 3];4.0;1186.0;1239;58091;Roma;Europa;4;9.0
1001207;;;1187.0;480;58091;Roma;Europa;4;9.0
1001211;;;1188.0;2094;58091;Roma;Torrino;4;9.0
1001719;;;1189.0;2624;58091;Roma;Della Vittoria;2;1.0
1001212;[3.7, 22];4.0;1190.0;5309;58091;Roma;Torrino;4;9.0
1001815;;;1191.0;234;58091;Roma;Casalotti;5;13.0
1001262;;;1192.0;2410;58091;Roma;Torrino;4;9.0
1001215;;;1193.0;4730;58091;Roma;Tor de' Cenci;5;9.0
1001227;;;1194.0;3038;58091;Roma;Tor de' Cenci;5;9.0
1001216;[22, 3.7];4.0;1195.0;13141;58091;Roma;Fonte Ostiense;4;9.0
1001234;;;1196.0;672;58091;Roma;Castel di Decima;5;9.0
1001344;;;1197.0;1120;58091;Roma;Acilia Sud;6;10.0
1001217;;;1198.0;6638;58091;Roma;Fonte Ostiense;4;9.0
1001714;;;1199.0;2911;58091;Roma;Prati;2;1.0
1000276;[3, 20];2.0;1200.0;1207;58091;Roma;Trieste;2;2.0
1001218;;;1201.0;4256;58091;Roma;Fonte Ostiense;4;9.0
1001219;;;1202.0;6831;58091;Roma;Giuliano-Dalmata;4;9.0
1001240;;;1203.0;7;58091;Roma;Europa;3;9.0
1001613;;;1204.0;6564;58091;Roma;Gianicolense;2;12.0
1000471;[22, 3.7];2.0;1205.0;2042;58091;Roma;Monte Sacro;3;3.0
1001220;[50, 22];3.0;1206.0;2014;58091;Roma;Giuliano-Dalmata;4;9.0
1001221;;;1207.0;308;58091;Roma;Cecchignola;4;9.0
1001702;[3, 22];3.0;1208.0;1562;58091;Roma;Prati;2;1.0
1001605;;;1209.0;6178;58091;Roma;Gianicolense;4;12.0
1001348;;;1210.0;3124;58091;Roma;Acilia Sud;6;10.0
1001222;;;1211.0;821;58091;Roma;Cecchignola;4;9.0
1001223;;;1212.0;3408;58091;Roma;Giuliano-Dalmata;4;9.0
1001239;;;1213.0;28;58091;Roma;Ostiense;4;9.0
1001224;;;1214.0;72;58091;Roma;Giuliano-Dalmata;4;9.0
1001818;;;1215.0;1759;58091;Roma;Aurelio;3;13.0
1001225;;;1216.0;6502;58091;Roma;Mezzocammino;5;9.0
1001829;[44];1.0;1217.0;645;58091;Roma;Casalotti;5;13.0
1001226;;;1218.0;8694;58091;Roma;Mezzocammino;5;9.0
1001609;;;1219.0;4764;58091;Roma;Gianicolense;4;12.0
1001512;;;1220.0;2667;58091;Roma;Portuense;3;11.0
1001939;;;1221.0;8572;58091;Roma;Della Vittoria;4;14.0
1001228;;;1222.0;8790;58091;Roma;Tor de' Cenci;5;9.0
1001229;[22, 3.7];2.0;1223.0;12421;58091;Roma;Tor de' Cenci;5;9.0
1001231;[3.7, 22, 50, 43];12.0;1224.0;8636;58091;Roma;Castel di Leva;5;9.0
1001232;;;1225.0;203;58091;Roma;Vallerano;5;9.0
1001233;;;1226.0;2356;58091;Roma;Vallerano;5;9.0
1001237;;;1227.0;1457;58091;Roma;Castel di Leva;5;9.0
1000216;;;1228.0;1401;58091;Roma;Trieste;2;2.0
1001238;;;1229.0;15;58091;Roma;Tor di Valle;4;9.0
1001707;[22, 3.7];2.0;1230.0;2139;58091;Roma;Della Vittoria;2;1.0
1001241;[50, 43, 3, 22];5.0;1231.0;3474;58091;Roma;Giuliano-Dalmata;4;9.0
1001243;;;1232.0;2185;58091;Roma;Torrino;4;9.0
1001248;;;1233.0;1888;58091;Roma;Castel di Leva;5;9.0
1001244;;;1234.0;167;58091;Roma;Torrino;4;9.0
1001245;;;1235.0;1480;58091;Roma;Cecchignola;4;9.0
1001246;;;1236.0;80;58091;Roma;Tor de' Cenci;5;9.0
